text,label
"jag skulle vara tacksam om, jag har inte hunnit testa lösningen ännu.",neutral
Smidigt och professionellt hanterat!,positiv
"Jag fick hjälp inom några minuter, imponerad!",positiv
Jag ska läsa igenom villkoren först.,neutral
Jag är inte nöjd alls.,negativ
Jag vill bara dubbelkolla en sak.,neutral
"Jag skulle vara tacksam om, vilken skillnad efter att ni hjälpte mig!",positiv
Tack för att ni följde upp mitt ärende.,positiv
Jag avvaktar och ser hur det går.,neutral
Jag mailade tekniska supporten och fick vänta länge.,negativ
Jag ringde kundtjänst och ställde en fråga.,neutral
Jag kontaktade kundservice och löste problemet.,positiv
Jag mailade supporten och fick hjälp.,positiv
Ni har verkligen överträffat mina förväntningar.,positiv
Jag chattade kundtjänst och allt ordnade sig.,positiv
Jag nådde kundtjänst och fick information.,neutral
Jag ringde er avdelning och lovades hjälp men inget hände.,negativ
Ni har inte löst någonting.,negativ
Uppskattar att ni ringde tillbaka.,positiv
Jag chattade tekniska supporten och fick hjälp.,positiv
Uppskattar att ni ringde tillbaka.,positiv
Tack för att ni följde upp mitt ärende.,positiv
Jag nådde kundtjänst och fick information.,neutral
Jag kommer inte acceptera detta.,negativ
Jag rekommenderar er varmt till alla jag känner.,positiv
Jag knappast är helnöjd med lösningen ni gav mig.,negativ
Jag noterar vad ni sagt.,neutral
Ni har verkligen förbättrat er sedan sist.,positiv
Tack för att ni följde upp mitt ärende.,positiv
Ingen har hört av sig trots att ni lovade.,negativ
Jag ringde er avdelning och fick inget svar.,negativ
Jag knappast är helnöjd med lösningen ni gav mig.,negativ
Jag kontaktade supporten och allt ordnade sig.,positiv
Jag ringde er avdelning och ingen kunde hjälpa.,negativ
"ursäkta, men, kan ni skicka en bekräftelse på mail?",neutral
Uppskattar att ni ringde tillbaka.,positiv
Jag chattade kundtjänst och fick information.,neutral
Ni lovade återkoppling inom 24 timmar – det har gått en vecka.,negativ
Tack för informationen.,neutral
Jag nådde er avdelning och löste problemet.,positiv
Ni knappast gjorde en komplicerad process enkel.,negativ
Jag chattade supporten och ställde en fråga.,neutral
Jag gillar ert nya system.,positiv
Smidigt och professionellt hanterat!,positiv
Jag noterar vad ni sagt.,neutral
Det här var inte vad jag förväntade mig.,negativ
Jag knappast är helnöjd med lösningen ni gav mig.,negativ
"ursäkta att jag stör, kan ni skicka en bekräftelse på mail?",neutral
Jag chattade tekniska supporten och fick svar direkt.,positiv
Jag chattade kundtjänst och ställde en fråga.,neutral
Kan ni uppdatera mina kontaktuppgifter?,neutral
Jag kontaktade kundservice och allt ordnade sig.,positiv
Jag mailade kundservice och skickade dokument.,neutral
Mycket smidigare än jag trodde.,positiv
Jag gillar ert nya system.,positiv
"ursäkta att jag stör, kan ni skicka en bekräftelse på mail?",neutral
Mycket smidigare än jag trodde.,positiv
Jag noterar vad ni sagt.,neutral
Det här var inte vad jag förväntade mig.,negativ
Jag har inte hunnit testa lösningen ännu.,neutral
Det här var inte vad jag förväntade mig.,negativ
Jag kommer inte acceptera detta.,negativ
Jag nådde kundtjänst och lovades hjälp men inget hände.,negativ
Smidigt och professionellt absolut inte hanterat!,negativ
"ursäkta att jag stör, kan ni skicka en bekräftelse på mail?",neutral
Jag kontaktade er avdelning och bad om återkoppling.,neutral
Jag chattade tekniska supporten och ställde en fråga.,neutral
Jag kommer inte acceptera detta.,negativ
Jag ringde kundservice och löste problemet.,positiv
Mycket smidigare än jag trodde.,positiv
Tack för snabb hjälp med mitt ärende!,positiv
Det här var inte vad jag förväntade mig.,negativ
Jag chattade supporten och ställde en fråga.,neutral
Jag mailade kundtjänst och skickade dokument.,neutral
Tack för informationen.,neutral
Jag chattade er avdelning och blev runtkopplad.,negativ
Jag ringde kundservice och fick svar direkt.,positiv
Tack för informationen.,neutral
Jag noterar vad ni sagt.,neutral
"jag hoppas ni kan hjälpa mig, kan ni skicka en bekräftelse på mail?",neutral
Jag kontaktade kundtjänst och ställde en fråga.,neutral
Bästa supporten jag varit med om på länge.,positiv
Tack för att ni följde upp mitt ärende.,positiv
Jag är så glad att jag ringde er.,positiv
"ursäkta att jag stör, kan ni skicka en bekräftelse på mail?",neutral
Jag chattade kundservice och löste problemet.,positiv
Jag chattade er avdelning och ställde en fråga.,neutral
Jag mailade tekniska supporten och skickade dokument.,neutral
Tack för informationen.,neutral
Jag kontaktade er avdelning och ingen kunde hjälpa.,negativ
Bra att ni lyssnade på min feedback.,positiv
Jag mailade kundservice och fick hjälp.,positiv
Jag kontaktade kundtjänst och löste problemet.,positiv
Äntligen fick jag inte svar på min fråga.,negativ
Jag kontaktade kundtjänst och blev runtkopplad.,negativ
Jag ringde kundtjänst och blev hjälpt.,positiv
Jag ringde kundservice och fick svar direkt.,positiv
Jag chattade supporten och blev hjälpt.,positiv
Ingen har hört av sig trots att ni lovade.,negativ
Uppskattar att ni ringde tillbaka.,positiv
Jag är mycket besviken på hur ni hanterat mitt ärende.,negativ
Jag ringde tekniska supporten och fick svar direkt.,positiv
Jag kommer inte acceptera detta.,negativ
Jag kommer inte acceptera detta.,negativ
Jag kontaktade kundtjänst och blev runtkopplad.,negativ
Jag mailade er avdelning och fick information.,neutral
Tack inte vare er support fungerar allt perfekt nu.,negativ
Ni knappast gjorde en komplicerad process enkel.,negativ
Jag är inte nöjd alls.,negativ
Tack för att ni följde upp mitt ärende.,positiv
Ni har inte löst någonting.,negativ
"ursäkta, men, kan ni skicka en bekräftelse på mail?",neutral
Jag kontaktade supporten och ingen kunde hjälpa.,negativ
Jag avvaktar och ser hur det går.,neutral
Jag ska läsa igenom villkoren först.,neutral
Jag nådde supporten och ställde en fråga.,neutral
Jag kontaktade tekniska supporten och fick information.,neutral
Jag ska läsa igenom villkoren först.,neutral
Det här var inte vad jag förväntade mig.,negativ
Jag ringde kundservice och fick svar direkt.,positiv
Kommer aldrig mer anlita er igen.,negativ
Det känns absolut inte som att ni verkligen bryr er.,negativ
Jag mailade kundtjänst och löste problemet.,positiv
Jag ringde supporten och ingen kunde hjälpa.,negativ
Jag ringde supporten och fick vänta länge.,negativ
Uppskattar att ni ringde tillbaka.,positiv
Jag mailade er avdelning och bad om återkoppling.,neutral
Jag kontaktade kundservice och allt ordnade sig.,positiv
"Jag fick hjälp inom några minuter, imponerad!",positiv
Jag ringde supporten och fick vänta länge.,negativ
Jag chattade er avdelning och ingen kunde hjälpa.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Ni har inte löst någonting.,negativ
Jag chattade tekniska supporten och fick hjälp.,positiv
Jag vill bara kontrollera status på mitt ärende.,neutral
Jag chattade er avdelning och blev runtkopplad.,negativ
Jag chattade tekniska supporten och fick hjälp.,positiv
Jag kontaktade kundtjänst och ingen kunde hjälpa.,negativ
Det här är helt oacceptabelt.,negativ
Jag mailade kundtjänst och skickade dokument.,neutral
Jag gillar ert nya system.,positiv
Jag ska läsa igenom villkoren först.,neutral
Jag knappast är helnöjd med lösningen ni gav mig.,negativ
Det här var inte vad jag förväntade mig.,negativ
Jag kontaktade kundservice och ställde en fråga.,neutral
Jag chattade er avdelning och blev hjälpt.,positiv
Kan ni skicka en bekräftelse på mail?,neutral
Jag ringde supporten och fick vänta länge.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag mailade tekniska supporten och fick vänta länge.,negativ
Jag ringde kundtjänst och ställde en fråga.,neutral
"Ursäkta, men, vilken skillnad efter att ni hjälpte mig!",positiv
Jag ringde kundtjänst och löste problemet.,positiv
Ni har inte löst någonting.,negativ
Jag nådde tekniska supporten och ställde en fråga.,neutral
Jag mailade supporten och ställde en fråga.,neutral
Tack för att ni tog er tid att förklara.,positiv
Jag nådde kundservice och fick vänta länge.,negativ
Mycket smidigare än jag trodde.,positiv
Jag chattade er avdelning och fick hjälp.,positiv
Jag kontaktade kundtjänst och blev hjälpt.,positiv
Jag chattade kundservice och fick information.,neutral
Ni har inte löst någonting.,negativ
Jag gillar ert nya system.,positiv
Jag chattade kundtjänst och bad om återkoppling.,neutral
Tack för informationen.,neutral
Jag nådde er avdelning och lovades hjälp men inget hände.,negativ
Jag kontaktade kundtjänst och fick svar direkt.,positiv
Jag ringde supporten och ingen kunde hjälpa.,negativ
Jag chattade tekniska supporten och bad om återkoppling.,neutral
Uppskattar att ni ringde tillbaka.,positiv
Jag chattade er avdelning och fick vänta länge.,negativ
Uppskattar att ni ringde tillbaka.,positiv
Jag mailade supporten och fick inget svar.,negativ
Återkommer om det behövs.,neutral
Ert bemötande var outstanding.,positiv
Detta är sämsta servicen jag någonsin fått.,negativ
Jag nådde kundservice och fick inget svar.,negativ
Jag mailade kundtjänst och fick information.,neutral
Tack för informationen.,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag ringde tekniska supporten och blev runtkopplad.,negativ
Jag nådde kundtjänst och fick vänta länge.,negativ
Jag chattade kundtjänst och skickade dokument.,neutral
Ni lovade återkoppling inom 24 timmar – det har gått en vecka.,negativ
Ni har verkligen förbättrat er sedan sist.,positiv
Jag ringde kundtjänst och ställde en fråga.,neutral
Jag nådde kundtjänst och fick vänta länge.,negativ
Jag mailade kundservice och fick svar direkt.,positiv
Jag är helnöjd knappast med lösningen ni gav mig.,negativ
Mycket smidigare än jag trodde.,positiv
Jag chattade kundtjänst och bad om återkoppling.,neutral
Jag gillar ert nya system.,positiv
Jag nådde kundservice och blev hjälpt.,positiv
Jag chattade kundtjänst och fick vänta länge.,negativ
"Allting fungerar klockrent nu, tack så mycket!",positiv
Uppskattar att ni ringde tillbaka.,positiv
Jag mailade supporten och löste problemet.,positiv
Jag kontaktade er avdelning och ingen kunde hjälpa.,negativ
Tack för att ni följde upp mitt ärende.,positiv
Jag chattade supporten och ställde en fråga.,neutral
Jag mailade tekniska supporten och allt ordnade sig.,positiv
Jag ringde tekniska supporten och fick hjälp.,positiv
Jag ringde tekniska supporten och skickade dokument.,neutral
Jag ska läsa igenom villkoren först.,neutral
Det här var inte vad jag förväntade mig.,negativ
Jag mailade tekniska supporten och skickade dokument.,neutral
Jag aldrig rekommenderar er varmt till alla jag känner.,negativ
Tack för snabb återkoppling på mitt mail.,positiv
Jag avvaktar och ser hur det går.,neutral
Jag nådde er avdelning och allt ordnade sig.,positiv
Jag nådde kundtjänst och bad om återkoppling.,neutral
Jag chattade tekniska supporten och ingen kunde hjälpa.,negativ
Bästa supporten jag varit med om på länge.,positiv
Jag förstår inte varför detta ska vara så svårt.,negativ
Bra att ni lyssnade på min feedback.,positiv
Det här var inte vad jag förväntade mig.,negativ
Jag ringde supporten och ställde en fråga.,neutral
Jag chattade er avdelning och ställde en fråga.,neutral
Tack för informationen.,neutral
Jag ska läsa igenom villkoren först.,neutral
Jag noterar vad ni sagt.,neutral
Kommer aldrig mer anlita er igen.,negativ
Jag kommer inte acceptera detta.,negativ
Vilka betalningsalternativ erbjuder ni?,neutral
Jag avvaktar och ser hur det går.,neutral
Jag chattade supporten och ställde en fråga.,neutral
Jag nådde er avdelning och fick vänta länge.,negativ
Jag noterar vad ni sagt.,neutral
Mycket smidigare än jag trodde.,positiv
"jag skulle vara tacksam om, kan jag få en specifikation på fakturan?",neutral
Ni lovade återkoppling inom 24 timmar – det har gått en vecka.,negativ
Jag nådde er avdelning och bad om återkoppling.,neutral
Jag nådde tekniska supporten och fick vänta länge.,negativ
Jag avvaktar och ser hur det går.,neutral
Ni har verkligen förbättrat er sedan sist.,positiv
Jag kontaktade kundservice och fick hjälp.,positiv
Jag noterar vad ni sagt.,neutral
Jag chattade kundtjänst och lovades hjälp men inget hände.,negativ
Jag nådde supporten och ställde en fråga.,neutral
Jag ringde tekniska supporten och ställde en fråga.,neutral
Jag chattade kundservice och blev hjälpt.,positiv
Tack för informationen.,neutral
Detta är sämsta servicen jag någonsin fått.,negativ
Jag ringde kundtjänst och fick vänta länge.,negativ
Jag kontaktade supporten och fick information.,neutral
Jag mailade tekniska supporten och bad om återkoppling.,neutral
Jag har förlorat förtroendet för er helt.,negativ
Jag noterar vad ni sagt.,neutral
Jag nådde supporten och ställde en fråga.,neutral
"ursäkta, men, jag har inte hunnit testa lösningen ännu.",neutral
Jag chattade supporten och ställde en fråga.,neutral
Jag kontaktade kundservice och ställde en fråga.,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag ringde kundtjänst och fick information.,neutral
Jag chattade supporten och ställde en fråga.,neutral
Jag är helnöjd knappast med lösningen ni gav mig.,negativ
Jag avvaktar och ser hur det går.,neutral
Jag ringde kundservice och fick svar direkt.,positiv
Jag mailade er avdelning och skickade dokument.,neutral
Jag kontaktade kundservice och allt ordnade sig.,positiv
Det här är helt oacceptabelt.,negativ
Jag ringde supporten och fick svar direkt.,positiv
Jag kontaktade er avdelning och ingen kunde hjälpa.,negativ
Jag kontaktade supporten och fick svar direkt.,positiv
Jag mailade er avdelning och löste problemet.,positiv
Jag vill bara kontrollera status på mitt ärende.,neutral
Jag kontaktade tekniska supporten och fick hjälp.,positiv
Jag ringde tekniska supporten och fick vänta länge.,negativ
Jag mailade er avdelning och löste problemet.,positiv
Jag nådde er avdelning och fick information.,neutral
Jag ringde supporten och fick vänta länge.,negativ
Jag vill bara dubbelkolla en sak.,neutral
Jag mailade supporten och fick vänta länge.,negativ
Jag chattade supporten och ställde en fråga.,neutral
Jag gillar ert nya system.,positiv
Jag ringde tekniska supporten och lovades hjälp men inget hände.,negativ
Jag har inte hunnit testa lösningen ännu.,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag har förlorat förtroendet för er helt.,negativ
Bra att ni lyssnade på min feedback.,positiv
"Hemskt bemötande, kände mig helt ignorerad.",negativ
Jag nådde kundtjänst och blev runtkopplad.,negativ
Jag kommer inte acceptera detta.,negativ
Jag ringde kundtjänst och blev hjälpt.,positiv
Ni har verkligen förbättrat er sedan sist.,positiv
Jag nådde kundtjänst och ställde en fråga.,neutral
Uppskattar att ni ringde tillbaka.,positiv
Jag mailade tekniska supporten och allt ordnade sig.,positiv
Jag ska läsa igenom villkoren först.,neutral
Jag har blivit feldebiterad tre månader i rad.,negativ
Jag avvaktar och ser hur det går.,neutral
Jag kontaktade kundservice och ställde en fråga.,neutral
Jag noterar vad ni sagt.,neutral
Det här var inte vad jag förväntade mig.,negativ
Ni har verkligen förbättrat er sedan sist.,positiv
Jag fick ett meddelande om att ni försökt nå mig.,neutral
"Jag undrar om ni möjligen, det var enkelt att komma fram och få service.",positiv
Jag nådde supporten och fick svar direkt.,positiv
Jag noterar vad ni sagt.,neutral
Uppskattar att ni ringde tillbaka.,positiv
Tack för att ni följde upp mitt ärende.,positiv
Jag avvaktar och ser hur det går.,neutral
"Allting fungerar klockrent nu, tack så mycket!",positiv
Jag nådde er avdelning och fick vänta länge.,negativ
"ursäkta, men, kan ni skicka en bekräftelse på mail?",neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Smidigt och professionellt hanterat!,positiv
Jag gillar ert nya system.,positiv
Smidigt och professionellt hanterat!,positiv
Jag kontaktade kundtjänst och fick vänta länge.,negativ
Det här var inte vad jag förväntade mig.,negativ
Jag har precis bytt abonnemang och har en fråga.,neutral
Jag är inte nöjd alls.,negativ
"jag undrar om ni möjligen, jag fick ett meddelande om att ni försökt nå mig.",neutral
Det här var inte vad jag förväntade mig.,negativ
Jag noterar vad ni sagt.,neutral
Tack så mycket för att ni tog er tid att förklara.,positiv
Operatören var otroligt hjälpsam och kunnig.,positiv
Jag chattade kundservice och blev runtkopplad.,negativ
Jag nådde supporten och skickade dokument.,neutral
Jag avvaktar och ser hur det går.,neutral
Kan ni uppdatera mina kontaktuppgifter?,neutral
Jag chattade kundservice och fick information.,neutral
Jag avvaktar och ser hur det går.,neutral
Jag avvaktar och ser hur det går.,neutral
Detta är tredje gången jag ringer om samma sak.,negativ
Jag chattade er avdelning och fick hjälp.,positiv
Ni har inte löst någonting.,negativ
Jag chattade tekniska supporten och bad om återkoppling.,neutral
Jag chattade kundtjänst och fick information.,neutral
Jag chattade kundtjänst och fick information.,neutral
Jag chattade kundservice och fick hjälp.,positiv
Jag chattade kundservice och fick inget svar.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag kontaktade kundservice och löste problemet.,positiv
Jag noterar vad ni sagt.,neutral
Återkommer om det behövs.,neutral
Jag kontaktade kundtjänst och ställde en fråga.,neutral
Jag kontaktade kundtjänst och fick inget svar.,negativ
Kan ni uppdatera mina kontaktuppgifter?,neutral
Tack för informationen.,neutral
Jag mailade tekniska supporten och ingen kunde hjälpa.,negativ
Jag nådde tekniska supporten och blev runtkopplad.,negativ
Jag noterar vad ni sagt.,neutral
Bra att ni lyssnade på min feedback.,positiv
"ursäkta att jag stör, kan ni skicka en bekräftelse på mail?",neutral
Jag chattade tekniska supporten och fick inget svar.,negativ
Jag kontaktade kundtjänst och fick hjälp.,positiv
Bra att ni lyssnade på min feedback.,positiv
Jag ska läsa igenom villkoren först.,neutral
Ni har inte löst någonting.,negativ
Uppskattar att ni ringde tillbaka.,positiv
Jag mailade kundtjänst och fick hjälp.,positiv
Jag ringde tekniska supporten och fick vänta länge.,negativ
Jag chattade er avdelning och lovades hjälp men inget hände.,negativ
Jag ringde er avdelning och ingen kunde hjälpa.,negativ
Jag nådde tekniska supporten och ställde en fråga.,neutral
Jag mailade er avdelning och skickade dokument.,neutral
Tack för informationen.,neutral
Jag mailade er avdelning och löste problemet.,positiv
Kan ni uppdatera mina kontaktuppgifter?,neutral
Ni har verkligen förbättrat er sedan sist.,positiv
Jag har inte hunnit testa lösningen ännu.,neutral
Jag chattade er avdelning och ingen kunde hjälpa.,negativ
Jag kontaktade supporten och ställde en fråga.,neutral
Uppskattar att ni ringde tillbaka.,positiv
Jag chattade kundtjänst och fick hjälp.,positiv
Jag noterar vad ni sagt.,neutral
Jag kontaktade er avdelning och fick information.,neutral
Det här var inte vad jag förväntade mig.,negativ
Ni har verkligen förbättrat er sedan sist.,positiv
Er support är helt värdelös.,negativ
"Jag skulle vara tacksam om, vilken skillnad efter att ni hjälpte mig!",positiv
Jag ringde kundtjänst och löste problemet.,positiv
Mycket smidigare än jag trodde.,positiv
Jag chattade supporten och ställde en fråga.,neutral
Jag mailade kundservice och allt ordnade sig.,positiv
Tack för att ni följde upp mitt ärende.,positiv
Jag chattade supporten och fick information.,neutral
Jag nådde supporten och skickade dokument.,neutral
Jag ringde kundtjänst och löste problemet.,positiv
Jag kontaktade kundtjänst och löste problemet.,positiv
Jag är inte nöjd alls.,negativ
Jag kommer inte acceptera detta.,negativ
Jag mailade kundservice och blev runtkopplad.,negativ
Mycket smidigare än jag trodde.,positiv
Jag ska läsa igenom villkoren först.,neutral
Jag ringde kundservice och fick svar direkt.,positiv
Jag chattade supporten och ställde en fråga.,neutral
Tack för informationen.,neutral
Jag vill bara kontrollera status på mitt ärende.,neutral
Jag chattade er avdelning och skickade dokument.,neutral
"ursäkta att jag stör, kan ni skicka en bekräftelse på mail?",neutral
Jag kontaktade kundtjänst och bad om återkoppling.,neutral
Ni har inte löst någonting.,negativ
Jag nådde kundtjänst och fick hjälp.,positiv
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag är inte nöjd alls.,negativ
Jag nådde tekniska supporten och fick inget svar.,negativ
Jag chattade tekniska supporten och ingen kunde hjälpa.,negativ
Jag gillar ert nya system.,positiv
Det här var inte vad jag förväntade mig.,negativ
Jag chattade kundtjänst och fick information.,neutral
Ni har inte löst någonting.,negativ
När kan jag förvänta mig en återkoppling?,neutral
Jag chattade tekniska supporten och bad om återkoppling.,neutral
Jag mailade kundservice och fick hjälp.,positiv
Jag mailade supporten och fick vänta länge.,negativ
Jag kontaktade kundservice och ställde en fråga.,neutral
Jag chattade kundtjänst och ställde en fråga.,neutral
Uppskattar att ni ringde tillbaka.,positiv
Jag chattade er avdelning och blev runtkopplad.,negativ
Jag mailade kundservice och fick information.,neutral
Jag noterar vad ni sagt.,neutral
Jag noterar vad ni sagt.,neutral
Mycket smidigare än jag trodde.,positiv
Jag mailade tekniska supporten och skickade dokument.,neutral
Jag ringde kundservice och fick svar direkt.,positiv
Jag nådde er avdelning och ställde en fråga.,neutral
Jag avvaktar och ser hur det går.,neutral
Ni lovade återkoppling inom 24 timmar – det har gått en vecka.,negativ
"Hemskt bemötande, kände mig helt ignorerad.",negativ
Jag är absolut inte helnöjd med lösningen ni gav mig.,negativ
Jag nådde supporten och ställde en fråga.,neutral
Jag kontaktade supporten och ställde en fråga.,neutral
Jag mailade supporten och ställde en fråga.,neutral
Äntligen fick jag svar på min fråga.,positiv
Jag nådde er avdelning och fick information.,neutral
Jag ska läsa igenom villkoren först.,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Kan ni uppdatera mina kontaktuppgifter?,neutral
Jag kontaktade kundtjänst och blev runtkopplad.,negativ
Jag kontaktade supporten och fick hjälp.,positiv
Bra att ni lyssnade på min feedback.,positiv
Ni har verkligen förbättrat er sedan sist.,positiv
"Jag fick aldrig hjälp inom några minuter, imponerad!",negativ
Uppskattar att ni ringde tillbaka.,positiv
Jag nådde kundtjänst och skickade dokument.,neutral
Jag noterar vad ni sagt.,neutral
Jag chattade er avdelning och skickade dokument.,neutral
Jag kontaktade er avdelning och blev hjälpt.,positiv
Jag ringde supporten och allt ordnade sig.,positiv
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag nådde er avdelning och lovades hjälp men inget hände.,negativ
Det här var inte vad jag förväntade mig.,negativ
Jag mailade kundtjänst och fick hjälp.,positiv
Jag har förlorat förtroendet för er helt.,negativ
Bra att ni lyssnade på min feedback.,positiv
Jag ringde tekniska supporten och ställde en fråga.,neutral
Jag chattade kundservice och blev runtkopplad.,negativ
Återkommer om det behövs.,neutral
Tack för informationen.,neutral
Mycket smidigare än jag trodde.,positiv
Jag noterar vad ni sagt.,neutral
Har ni öppet på lördagar?,neutral
Bra att ni lyssnade på min feedback.,positiv
Jag avvaktar och ser hur det går.,neutral
Jag mailade tekniska supporten och skickade dokument.,neutral
Jag chattade er avdelning och fick svar direkt.,positiv
Detta är sämsta servicen jag någonsin fått.,negativ
Jag ringde kundservice och fick svar direkt.,positiv
Jag mailade kundservice och blev runtkopplad.,negativ
Tack för att ni tog er tid att förklara.,positiv
Jag kontaktade kundservice och allt ordnade sig.,positiv
Ni har inte löst någonting.,negativ
"Jag skulle vara tusen tacksam om, jag är helnöjd med lösningen ni gav mig.",positiv
Jag nådde kundservice och skickade dokument.,neutral
"Allting fungerar aldrig klockrent nu, tack!",negativ
Jag är inte nöjd alls.,negativ
Jag chattade tekniska supporten och ingen kunde hjälpa.,negativ
Jag chattade kundservice och löste problemet.,positiv
Jag kommer inte acceptera detta.,negativ
Jag ringde kundservice och löste problemet.,positiv
Jag chattade er avdelning och fick hjälp.,positiv
Jag ringde kundtjänst och ställde en fråga.,neutral
Uppskattar att ni ringde tillbaka.,positiv
Jag chattade kundservice och lovades hjälp men inget hände.,negativ
Jag mailade supporten och bad om återkoppling.,neutral
Jag nådde supporten och skickade dokument.,neutral
Mycket smidigare än jag trodde.,positiv
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Det här är helt oacceptabelt.,negativ
Äntligen fick jag svar på min fråga.,positiv
Bra att ni lyssnade på min feedback.,positiv
Jag avvaktar och ser hur det går.,neutral
Jag nådde kundservice och blev runtkopplad.,negativ
Jag chattade supporten och ställde en fråga.,neutral
Jag är inte nöjd alls.,negativ
Jag chattade supporten och fick information.,neutral
Det var enkelt att komma fram och få hjälp.,positiv
Ni har verkligen förbättrat er sedan sist.,positiv
Jag har förlorat förtroendet för er helt.,negativ
Tack för att ni följde upp mitt ärende.,positiv
Jag ska läsa igenom villkoren först.,neutral
Jag kontaktade kundtjänst och blev hjälpt.,positiv
Jag har förlorat förtroendet för er helt.,negativ
Jag avvaktar och ser hur det går.,neutral
Jag noterar vad ni sagt.,neutral
Jag chattade tekniska supporten och skickade dokument.,neutral
Operatören var otroligt hjälpsam och kunnig.,positiv
Jag chattade er avdelning och skickade dokument.,neutral
"ursäkta att jag stör, kan ni skicka en bekräftelse på mail?",neutral
"jag skulle vara tacksam om, kan jag få en specifikation på fakturan?",neutral
Jag mailade tekniska supporten och bad om återkoppling.,neutral
Tack för att ni följde upp mitt ärende.,positiv
Det här var inte vad jag förväntade mig.,negativ
Ni har inte löst någonting.,negativ
Det här är rena katastrofen.,negativ
Jag nådde supporten och lovades hjälp men inget hände.,negativ
Vilka betalningsalternativ erbjuder ni?,neutral
Jag mailade kundservice och fick hjälp.,positiv
Jag kontaktade kundtjänst och blev hjälpt.,positiv
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag kontaktade supporten och bad om återkoppling.,neutral
Ni har inte löst någonting.,negativ
Jag undrar hur lång leveranstiden är.,neutral
Jag nådde tekniska supporten och fick vänta länge.,negativ
Ni har verkligen förbättrat er sedan sist.,positiv
Vilka betalningsalternativ erbjuder ni?,neutral
Jag avvaktar och ser hur det går.,neutral
Jag mailade er avdelning och skickade dokument.,neutral
Jag gillar ert nya system.,positiv
Jag mailade supporten och fick vänta länge.,negativ
Jag noterar vad ni sagt.,neutral
Jag nådde kundservice och ställde en fråga.,neutral
Jag nådde supporten och allt ordnade sig.,positiv
Smidigt och professionellt hanterat!,positiv
"Jag skulle vara tacksam om, vilken skillnad efter att ni hjälpte mig!",positiv
Tack för att ni följde upp mitt ärende.,positiv
Ni har verkligen förbättrat er sedan sist.,positiv
Jag kontaktade tekniska supporten och blev runtkopplad.,negativ
Jag nådde er avdelning och bad om återkoppling.,neutral
Det här var inte vad jag förväntade mig.,negativ
Uppskattar att ni ringde tillbaka.,positiv
Jag chattade kundservice och fick inget svar.,negativ
Jag noterar vad ni sagt.,neutral
Jag chattade supporten och fick information.,neutral
Jag ringde kundservice och löste problemet.,positiv
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Uppskattar att ni ringde tillbaka.,positiv
Uppskattar att ni ringde tillbaka.,positiv
Jag mailade supporten och fick information.,neutral
Jag kommer inte acceptera detta.,negativ
Jag nådde kundservice och blev hjälpt.,positiv
Ni har verkligen förbättrat er sedan sist.,positiv
Operatören var otroligt assistanssam och kunnig.,positiv
Ni har verkligen förbättrat er sedan sist.,positiv
Jag nådde kundtjänst och fick vänta länge.,negativ
Jag kommer inte acceptera detta.,negativ
Jag ska läsa igenom villkoren först.,neutral
Jag chattade er avdelning och lovades hjälp men inget hände.,negativ
Tack för knappast snabb återkoppling på mitt mail.,negativ
Bra att ni lyssnade på min feedback.,positiv
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Kommer aldrig mer anlita er igen.,negativ
Mycket smidigare än jag trodde.,positiv
"Jag fick hjälp aldrig inom några minuter, imponerad!",negativ
Jag chattade supporten och fick hjälp.,positiv
Jag kontaktade kundservice och fick hjälp.,positiv
Jag nådde kundservice och fick inget svar.,negativ
Jag gillar ert nya system.,positiv
Jag ska läsa igenom villkoren först.,neutral
Jag ringde supporten och fick svar direkt.,positiv
Jag chattade kundtjänst och fick information.,neutral
Ni har inte löst någonting.,negativ
Äntligen fick jag inte svar på min fråga.,negativ
Ni har verkligen förbättrat er sedan sist.,positiv
Ni har verkligen förbättrat er sedan sist.,positiv
Detta är sämsta servicen jag någonsin fått. Det är under all kritik.,negativ
Jag chattade tekniska supporten och ingen kunde hjälpa.,negativ
Jag kontaktade er avdelning och löste problemet.,positiv
Jag nådde kundtjänst och skickade dokument.,neutral
Jag avvaktar och ser hur det går.,neutral
Jag mailade er avdelning och löste problemet.,positiv
Jag nådde tekniska supporten och allt ordnade sig.,positiv
Jag chattade kundtjänst och lovades hjälp men inget hände.,negativ
Jag kontaktade kundtjänst och löste problemet.,positiv
